stemId,species,DBH,stemType,logNum,assort,diamToUb,length
105773,1,333,1,3,4,243,611
105773,1,333,1,4,4,211,369
105773,1,333,1,5,9,135,579
105772,1,317,1,1,9,327,12
105772,1,317,1,2,4,252,549
105772,1,317,1,3,4,226,492
105772,1,317,1,4,4,191,372
105772,1,317,1,5,7,141,508
105772,1,317,1,6,7,81,455
105775,1,469,1,1,9,484,11
105775,1,469,1,2,4,378,612
105775,1,469,1,3,9,378,9
105775,1,469,1,4,4,306,611
105775,1,469,1,5,4,230,492
105775,1,469,1,6,7,131,542
105774,1,260,1,1,9,278,10
105774,1,260,1,2,4,228,369
105774,1,260,1,3,4,203,370
105774,1,260,1,4,7,162,445
105777,1,369,1,1,9,375,8
105777,1,369,1,2,4,307,611
105777,1,369,1,3,4,271,612
105777,1,369,1,4,4,214,369
105777,1,369,1,5,7,141,483
105777,1,369,1,6,9,133,170
105776,1,188,1,1,4,181,467
105776,1,188,1,2,9,139,632
105776,1,188,1,3,7,108,495
105779,1,398,1,1,9,405,15
105779,1,398,1,2,4,355,611
105779,1,398,1,3,9,355,25
105779,1,398,1,4,4,302,611
105779,1,398,1,5,4,267,370
105779,1,398,1,6,9,267,14
105779,1,398,1,7,4,199,369
105779,1,398,1,8,7,123,482
105778,1,291,1,1,9,308,11
105778,1,291,1,2,4,245,489
105778,1,291,1,3,4,203,501
105778,1,291,1,4,7,168,555
105778,1,291,1,5,7,111,548
105781,1,210,2,1,7,172,527
105781,1,210,2,2,7,134,558
105781,1,210,2,3,9,79,567
105780,1,398,2,1,9,384,163
105783,1,331,1,1,9,328,8
105783,1,331,1,2,4,273,551
105783,1,331,1,3,4,250,610
105783,1,331,1,4,4,219,372
105783,1,331,1,5,7,149,569
105782,1,264,1,1,4,211,468
105782,1,264,1,2,9,174,596
105782,1,264,1,3,7,142,555
105782,1,264,1,4,9,124,311
105785,1,298,1,1,9,314,8
105785,1,298,1,2,4,265,489
105785,1,298,1,3,4,237,369
105785,1,298,1,4,4,181,492
105785,1,298,1,5,7,144,433
105784,1,229,1,1,9,241,12
105784,1,229,1,2,4,196,490
105784,1,229,1,3,7,157,531
105784,1,229,1,4,7,134,564
105784,1,229,1,5,7,95,450
105787,1,173,2,1,7,142,515
105786,1,355,1,1,9,375,10
105786,1,355,1,2,4,297,611
105786,1,355,1,3,4,270,550
105789,1,274,1,1,9,292,9
105789,1,274,1,2,4,201,491
105789,1,274,1,3,7,189,399
105789,1,274,1,4,9,189,34
105789,1,274,1,5,7,142,541
105789,1,274,1,6,7,114,498
105788,1,129,2,1,7,90,486
105791,1,320,1,1,9,333,20
105791,1,320,1,2,4,270,610
105791,1,320,1,3,4,251,387
105791,1,320,1,4,4,216,554
105791,1,320,1,5,7,149,484
105790,1,315,1,1,4,270,491
105790,1,315,1,2,4,216,492
105790,1,315,1,3,4,201,371
105790,1,315,1,4,7,145,544
105793,1,325,1,1,9,331,11
105793,1,325,1,2,4,230,491
105793,1,325,1,3,4,198,492
105793,1,325,1,4,7,145,567
105793,1,325,1,5,7,101,507
105792,1,245,1,1,9,254,19
105792,1,245,1,2,4,213,370
105792,1,245,1,3,7,168,503
105792,1,245,1,4,7,142,485
105792,1,245,1,5,7,99,555
105794,1,343,1,1,9,348,11
105794,1,343,1,2,4,291,609
105794,1,343,1,3,4,268,489
105794,1,343,1,4,4,226,369
105794,1,343,1,5,9,197,325
105794,1,343,1,6,7,136,489
